# EulerBlock derivatives output
# Author: Ney Rafael Secco (ney@ita.br)
# Instituto Tecnologico de Aeronautica - ITA
# Sao Jose dos Campos - Brazil

# Grid size (ii, jj)
      61      49

# Derivatives with respect to the following function (f)
cl_jlow 

# df/dMach_inf
-5.47560296E+00

# df/dalpha_inf [rad]
 1.14429505E+01

# Nodal derivatives
# i, j, X, Y, df/dX, df/dY
       6 ,        5 ,  9.33877545E-01 , -3.08917146E-02 ,  1.01309698E-03 ,  2.51582433E-03
       7 ,        5 ,  9.06020772E-01 , -3.47599358E-02 ,  8.41003615E-05 ,  5.98576799E-04
       8 ,        5 ,  8.73724901E-01 , -3.95815689E-02 ,  1.93466143E-04 , -7.33402511E-04
       9 ,        5 ,  8.37192865E-01 , -4.53831658E-02 ,  5.43830409E-04 , -1.33919901E-03
      10 ,        5 ,  7.96783653E-01 , -5.19642044E-02 ,  4.55654643E-04 , -5.28265630E-04
      11 ,        5 ,  7.52943781E-01 , -5.89679984E-02 ,  1.95114106E-04 , -2.14157453E-03
      12 ,        5 ,  7.06178584E-01 , -6.59565502E-02 ,  3.64107268E-04 , -1.18890004E-02
      13 ,        5 ,  6.57039054E-01 , -7.24877325E-02 ,  1.25815507E-03 , -8.39043515E-03
      14 ,        5 ,  6.06111470E-01 , -7.81874394E-02 ,  2.43150158E-03 ,  2.12205963E-02
      15 ,        5 ,  5.54005581E-01 , -8.28046163E-02 , -6.08141697E-04 ,  4.54187591E-03
      16 ,        5 ,  5.01340786E-01 , -8.62380663E-02 , -4.74497992E-04 ,  9.75259972E-04
      17 ,        5 ,  4.48731472E-01 , -8.85295540E-02 , -4.43275421E-04 ,  2.47207363E-04
      18 ,        5 ,  3.96773114E-01 , -8.98254841E-02 , -1.91510655E-04 , -2.16095572E-06
      19 ,        5 ,  3.46030546E-01 , -9.03167590E-02 , -1.57587999E-04 ,  1.63439527E-04
      20 ,        5 ,  2.97028997E-01 , -9.01711864E-02 , -1.38819294E-04 , -1.89734792E-04
      21 ,        5 ,  2.50247826E-01 , -8.94738340E-02 , -2.54290248E-04 , -1.11041673E-03
      22 ,        5 ,  2.06116169E-01 , -8.81879071E-02 , -6.30633590E-04 , -7.78836511E-04
      23 ,        5 ,  1.65009300E-01 , -8.61428820E-02 ,  1.15350850E-03 , -6.60735123E-03
      24 ,        5 ,  1.27244578E-01 , -8.30490208E-02 ,  5.84660489E-03 , -6.74118216E-03
      25 ,        5 ,  9.30782019E-02 , -7.85295296E-02 ,  1.94318255E-03 , -1.21577612E-02
      26 ,        5 ,  6.27111451E-02 , -7.21556274E-02 ,  1.05729399E-02 , -1.80171925E-03
      27 ,        5 ,  3.63272290E-02 , -6.34705975E-02 , -4.20260270E-03 , -1.23048548E-02
      28 ,        5 ,  1.42051244E-02 , -5.20083875E-02 ,  4.06411663E-02 , -7.78650666E-03
      29 ,        5 , -3.05169767E-03 , -3.73738538E-02 ,  2.38212915E-02 ,  8.50642017E-03
      30 ,        5 , -1.41895172E-02 , -1.95863544E-02 , -1.75880720E-01 ,  6.96269062E-02
      31 ,        5 , -1.72634283E-02 , -1.18289427E-04 ,  4.27095207E-02 , -1.82172866E-01
      32 ,        5 , -1.16807017E-02 ,  1.61817345E-02 , -1.21150237E-02 , -2.38535882E-02
      33 ,        5 ,  6.35455012E-04 ,  2.91891311E-02 , -5.00987012E-02 ,  4.82252136E-02
      34 ,        5 ,  1.79843367E-02 ,  3.88413321E-02 , -1.85843439E-03 , -2.63766408E-02
      35 ,        5 ,  3.93900116E-02 ,  4.60130646E-02 , -1.15399222E-01 , -5.63186556E-03
      36 ,        5 ,  6.47472225E-02 ,  5.15227115E-02 , -2.44420415E-03 , -2.81503902E-02
      37 ,        5 ,  9.41250197E-02 ,  5.59319435E-02 ,  5.74397648E-03 , -1.94618630E-02
      38 ,        5 ,  1.27489443E-01 ,  5.96322827E-02 ,  5.15379248E-04 ,  2.72163235E-04
      39 ,        5 ,  1.64664788E-01 ,  6.29098804E-02 , -3.78338726E-04 , -6.60479935E-05
      40 ,        5 ,  2.05366489E-01 ,  6.59655432E-02 , -2.05199868E-04 , -2.22018228E-04
      41 ,        5 ,  2.49234753E-01 ,  6.89078945E-02 ,  2.43226765E-04 , -2.82487021E-04
      42 ,        5 ,  2.95853974E-01 ,  7.17402155E-02 ,  4.53961110E-04 , -6.60450945E-03
      43 ,        5 ,  3.44762119E-01 ,  7.43568937E-02 ,  1.20632586E-04 , -1.61290288E-03
      44 ,        5 ,  3.95455993E-01 ,  7.65581431E-02 ,  4.63946497E-04 ,  3.53095619E-05
      45 ,        5 ,  4.47395923E-01 ,  7.80843120E-02 ,  8.41786214E-04 ,  3.13722297E-04
      46 ,        5 ,  5.00011479E-01 ,  7.86649586E-02 ,  8.23464550E-04 ,  4.30279376E-04
      47 ,        5 ,  5.52708933E-01 ,  7.80736177E-02 ,  5.67578223E-04 ,  2.25764213E-04
      48 ,        5 ,  6.04880658E-01 ,  7.61772731E-02 ,  8.47845866E-05 , -3.81820511E-04
      49 ,        5 ,  6.55916228E-01 ,  7.29702629E-02 , -6.04945241E-04 , -1.31724230E-03
      50 ,        5 ,  7.05214443E-01 ,  6.85855030E-02 , -1.18010080E-03 , -1.94813052E-03
      51 ,        5 ,  7.52195089E-01 ,  6.32807872E-02 , -1.40834428E-03 , -1.40747835E-03
      52 ,        5 ,  7.96309342E-01 ,  5.74031634E-02 , -1.60561384E-03 , -1.37536633E-03
      53 ,        5 ,  8.37048848E-01 ,  5.13381480E-02 , -3.87356703E-05 ,  2.15156648E-02
      54 ,        5 ,  8.73956817E-01 ,  4.54506395E-02 ,  1.78698664E-01 ,  2.67278247E-01
      55 ,        5 ,  9.06652595E-01 ,  4.00191860E-02 , -4.56863457E-02 , -2.38004636E-01
      56 ,        5 ,  9.34893881E-01 ,  3.51580178E-02 ,  1.50140094E-02 , -9.24303111E-02
      57 ,        5 ,  9.58694596E-01 ,  3.07253333E-02 ,  2.43915683E-03 ,  3.57323172E-02
      58 ,        5 ,  9.78438371E-01 ,  2.62316279E-02 , -6.14223733E-03 ,  7.26795811E-02
      59 ,        5 ,  9.94813347E-01 ,  2.07124498E-02 ,  5.46222160E-02 ,  6.26667278E-02
      60 ,        5 ,  1.00818752E+00 ,  1.21471646E-02 , -1.04582062E-01 , -3.55789112E-03
      61 ,        5 ,  1.00916203E+00 , -3.41929087E-04 , -8.80500856E-01 ,  8.81187029E-01
       1 ,        6 ,  1.01337798E+00 , -4.83907147E-04 ,  6.14330896E-02 , -1.05217618E+00
       2 ,        6 ,  1.01114069E+00 , -1.56704888E-02 ,  5.13534865E-02 , -3.76421020E-02
       3 ,        6 ,  9.96214882E-01 , -2.57596076E-02 ,  2.53288415E-02 , -1.68345983E-02
       4 ,        6 ,  9.78430056E-01 , -3.14841475E-02 ,  9.30418112E-03 ,  1.29782989E-04
       5 ,        6 ,  9.58026187E-01 , -3.55433024E-02 ,  1.22323619E-03 , -2.18406260E-03
       6 ,        6 ,  9.34214531E-01 , -3.92225677E-02 , -3.06824115E-04 , -4.12176801E-04
       7 ,        6 ,  9.06370334E-01 , -4.32815632E-02 ,  3.85211383E-04 ,  9.20087170E-05
       8 ,        6 ,  8.74231473E-01 , -4.81343827E-02 ,  2.61727414E-04 ,  1.55035272E-04
       9 ,        6 ,  8.37870226E-01 , -5.38896538E-02 , -5.87564260E-05 , -9.08865811E-05
      10 ,        6 ,  7.97583319E-01 , -6.03999242E-02 , -1.49094093E-04 , -8.81095010E-05
      11 ,        6 ,  7.53798785E-01 , -6.73362462E-02 , -8.06309656E-05 ,  1.51616872E-04
      12 ,        6 ,  7.07024774E-01 , -7.42728902E-02 ,  9.57449066E-05 ,  6.67455194E-04
      13 ,        6 ,  6.57824823E-01 , -8.07718941E-02 ,  3.32016339E-03 ,  4.20640343E-04
      14 ,        6 ,  6.06802351E-01 , -8.64590618E-02 , -5.61799494E-04 , -1.24962761E-03
      15 ,        6 ,  5.54585794E-01 , -9.10808129E-02 ,  1.77052108E-04 ,  2.23655253E-04
      16 ,        6 ,  5.01812048E-01 , -9.45318381E-02 , -1.44352768E-05 ,  1.70091654E-04
      17 ,        6 ,  4.49109054E-01 , -9.68485318E-02 , -6.70889932E-05 , -5.26102050E-05
      18 ,        6 ,  3.97079431E-01 , -9.81707595E-02 , -4.61824163E-05 , -2.38250075E-05
      19 ,        6 ,  3.46286889E-01 , -9.86818364E-02 , -1.77271779E-04 ,  4.47885937E-05
      20 ,        6 ,  2.97246224E-01 , -9.85412448E-02 , -1.81644658E-04 , -5.19442122E-05
      21 ,        6 ,  2.50416713E-01 , -9.78253163E-02 , -3.16078120E-04 , -5.53782291E-04
      22 ,        6 ,  2.06197897E-01 , -9.64878597E-02 , -1.05845804E-03 , -2.39155377E-04
      23 ,        6 ,  1.64926269E-01 , -9.43465263E-02 ,  6.80972945E-04 ,  4.60550033E-04
      24 ,        6 ,  1.26872121E-01 , -9.10930496E-02 ,  2.55340422E-03 , -1.57787192E-03
      25 ,        6 ,  9.22398080E-02 , -8.63180167E-02 , -1.01415840E-03 , -3.50929111E-03
      26 ,        6 ,  6.11843260E-02 , -7.95359786E-02 ,  8.56178435E-03 ,  7.97880728E-04
      27 ,        6 ,  3.38730093E-02 , -7.02001850E-02 , -1.09619624E-02 , -1.09418185E-02
      28 ,        6 ,  1.06375985E-02 , -5.77216147E-02 ,  1.47250510E-02 , -5.23624373E-03
      29 ,        6 , -7.74333721E-03 , -4.15807373E-02 , -6.43181343E-03 ,  1.40227252E-02
      30 ,        6 , -1.96909688E-02 , -2.17746981E-02 , -1.41649986E-01 , -3.27111337E-02
      31 ,        6 , -2.29468435E-02 ,  1.62959221E-05 ,  7.26585016E-02 , -2.07344279E-01
      32 ,        6 , -1.67422394E-02 ,  1.90412089E-02 ,  6.58700963E-02 , -1.94969559E-02
      33 ,        6 , -3.21243929E-03 ,  3.41383044E-02 , -1.76101808E-02 ,  3.10319199E-02
      34 ,        6 ,  1.53963720E-02 ,  4.52144211E-02 ,  8.56976919E-02 , -2.93527564E-02
      35 ,        6 ,  3.78343715E-02 ,  5.32783037E-02 , -9.43154447E-02 ,  4.97288024E-03
      36 ,        6 ,  6.38989239E-02 ,  5.93195011E-02 , -7.96959797E-03 ,  2.66188143E-04
      37 ,        6 ,  9.36922847E-02 ,  6.40348159E-02 ,  8.42119913E-03 , -4.82029916E-03
      38 ,        6 ,  1.27263910E-01 ,  6.79063969E-02 ,  1.57776347E-03 , -5.72914742E-04
      39 ,        6 ,  1.64518808E-01 ,  7.12758545E-02 , -1.14799241E-04 ,  6.71390526E-04
      40 ,        6 ,  2.05231962E-01 ,  7.43751797E-02 , -4.03229455E-04 ,  2.46328996E-05
      41 ,        6 ,  2.49083737E-01 ,  7.73299152E-02 ,  2.01442102E-04 , -8.37669821E-05
      42 ,        6 ,  2.95685671E-01 ,  8.01534388E-02 ,  2.40462834E-04 ,  9.08772365E-05
      43 ,        6 ,  3.44594152E-01 ,  8.27476017E-02 , -1.78828221E-04 , -1.35139249E-04
      44 ,        6 ,  3.95317425E-01 ,  8.49190793E-02 ,  2.58631971E-05 ,  5.74819053E-05
      45 ,        6 ,  4.47320731E-01 ,  8.64139242E-02 ,  1.54421727E-04 , -1.10886870E-05
      46 ,        6 ,  5.00032262E-01 ,  8.69664534E-02 ,  5.79805213E-05 ,  5.76282486E-05
      47 ,        6 ,  5.52851185E-01 ,  8.63539126E-02 ,  2.81400058E-05 ,  9.02444716E-05
      48 ,        6 ,  6.05158117E-01 ,  8.44460609E-02 ,  5.60044522E-05 , -5.44033501E-05
      49 ,        6 ,  6.56327797E-01 ,  8.12392859E-02 ,  2.64142758E-05 , -2.94823426E-04
      50 ,        6 ,  7.05742976E-01 ,  7.68679069E-02 , -8.11374690E-05 , -1.94401075E-04
      51 ,        6 ,  7.52808148E-01 ,  7.15901431E-02 , -3.48837323E-04 ,  4.43854521E-04
      52 ,        6 ,  7.96962241E-01 ,  6.57512303E-02 , -1.06924299E-03 ,  7.14206426E-04
      53 ,        6 ,  8.37691787E-01 ,  5.97292273E-02 , -2.97131422E-03 ,  5.02872911E-03
      54 ,        6 ,  8.74551792E-01 ,  5.38682793E-02 ,  2.69216297E-02 , -1.44701601E-02
      55 ,        6 ,  9.07210826E-01 ,  4.84003599E-02 ,  1.19990880E-01 ,  9.34520556E-03
      56 ,        6 ,  9.35538958E-01 ,  4.33567627E-02 ,  4.06890169E-02 , -4.28620993E-02
      57 ,        6 ,  9.59721265E-01 ,  3.84801680E-02 ,  1.84129889E-03 ,  9.78484896E-03
      58 ,        6 ,  9.80296784E-01 ,  3.31372524E-02 , -8.64582961E-03 ,  2.35653498E-02
      59 ,        6 ,  9.97948252E-01 ,  2.61213590E-02 ,  4.10648941E-02 ,  6.27072453E-02
      60 ,        6 ,  1.01222452E+00 ,  1.48746703E-02 , -2.62402014E-02 ,  5.21916567E-01
      61 ,        6 ,  1.01337798E+00 , -4.83907147E-04 , -1.73218376E-02 , -1.18614386E+00
       1 ,        7 ,  1.01818425E+00 , -6.38059725E-04 ,  9.36740364E-02 , -5.94329485E-01
       2 ,        7 ,  1.01539830E+00 , -1.86462776E-02 ,  2.65542631E-02 , -7.23179797E-03
       3 ,        7 ,  9.99735426E-01 , -3.15630262E-02 ,  1.45089141E-02 , -7.06106873E-03
       4 ,        7 ,  9.80594779E-01 , -3.90855758E-02 ,  7.63623274E-03 ,  3.04988515E-03
       5 ,        7 ,  9.59167161E-01 , -4.42152174E-02 ,  1.65111726E-03 , -5.63175360E-04
       6 ,        7 ,  9.34815775E-01 , -4.85189322E-02 , -1.21692600E-04 ,  4.49347529E-04
       7 ,        7 ,  9.06825966E-01 , -5.28924738E-02 ,  1.55279425E-04 ,  2.19344968E-04
       8 ,        7 ,  8.74768724E-01 , -5.78495708E-02 ,  3.41720723E-04 , -9.16111687E-05
       9 ,        7 ,  8.38563278E-01 , -6.35879733E-02 ,  3.83490935E-04 , -3.46562692E-04
      10 ,        7 ,  7.98411400E-01 , -7.00292737E-02 ,  1.92009105E-04 , -3.13058152E-04
      11 ,        7 ,  7.54700750E-01 , -7.68875884E-02 ,  1.80522375E-04 , -6.70756941E-04
      12 ,        7 ,  7.07932771E-01 , -8.37592422E-02 , -3.36869215E-04 , -5.62770448E-03
      13 ,        7 ,  6.58681249E-01 , -9.02152690E-02 , -2.21069801E-04 , -3.53520774E-03
      14 ,        7 ,  6.07567509E-01 , -9.58832198E-02 ,  1.44627431E-03 ,  1.00385551E-02
      15 ,        7 ,  5.55240383E-01 , -1.00507204E-01 , -5.58929004E-04 ,  1.27508996E-03
      16 ,        7 ,  5.02355939E-01 , -1.03977061E-01 , -3.07313126E-04 ,  3.65428324E-04
      17 ,        7 ,  4.49556819E-01 , -1.06322427E-01 , -1.81317900E-04 , -1.27068920E-06
      18 ,        7 ,  3.97453070E-01 , -1.07674766E-01 , -1.75391550E-07 , -1.68801153E-05
      19 ,        7 ,  3.46606434E-01 , -1.08207612E-01 , -1.71253583E-04 , -7.49812318E-04
      20 ,        7 ,  2.97519053E-01 , -1.08069700E-01 , -1.71726849E-04 , -5.37546049E-05
      21 ,        7 ,  2.50626348E-01 , -1.07325975E-01 , -6.55430725E-06 , -3.31229240E-04
      22 ,        7 ,  2.06292875E-01 , -1.05917806E-01 , -7.21144960E-04 , -2.12062282E-03
      23 ,        7 ,  1.64809712E-01 , -1.03647219E-01 ,  2.96621921E-03 , -9.82046084E-04
      24 ,        7 ,  1.26393681E-01 , -1.00182402E-01 ,  4.38367011E-03 , -3.10109721E-03
      25 ,        7 ,  9.11943662E-02 , -9.50747747E-02 ,  8.55133649E-04 , -3.05994350E-03
      26 ,        7 ,  5.93261162E-02 , -8.77744716E-02 ,  1.20751266E-02 ,  4.69817105E-03
      27 ,        7 ,  3.09576138E-02 , -7.76377783E-02 ,  1.16017730E-03 , -1.67331196E-03
      28 ,        7 ,  6.50447721E-03 , -6.39524141E-02 ,  3.17873489E-03 ,  5.31570204E-03
      29 ,        7 , -1.30449284E-02 , -4.60931154E-02 , -7.73736865E-03 ,  2.39561573E-02
      30 ,        7 , -2.57841943E-02 , -2.40793036E-02 , -1.15124540E-01 , -7.34928895E-02
      31 ,        7 , -2.92034109E-02 ,  1.91923953E-04 ,  8.50094219E-02 , -1.56364020E-01
      32 ,        7 , -2.24279208E-02 ,  2.20271051E-02 ,  5.34671770E-02 ,  1.03506719E-02
      33 ,        7 , -7.71685606E-03 ,  3.94233670E-02 , -1.33740244E-02 , -3.05376227E-03
      34 ,        7 ,  1.22240166E-02 ,  5.21545645E-02 ,  9.13202712E-02 ,  1.31505163E-02
      35 ,        7 ,  3.58380388E-02 ,  6.13095573E-02 , -8.10337951E-02 ,  7.75239559E-03
      36 ,        7 ,  6.27696969E-02 ,  6.80343929E-02 , -2.35340820E-02 ,  1.22746814E-02
      37 ,        7 ,  9.31117898E-02 ,  7.31639522E-02 ,  6.93076684E-03 , -1.35023659E-03
      38 ,        7 ,  1.26979723E-01 ,  7.72780632E-02 ,  2.22567397E-03 , -1.48254693E-03
      39 ,        7 ,  1.64362923E-01 ,  8.07822382E-02 , -2.93287944E-04 ,  1.78615770E-04
      40 ,        7 ,  2.05108664E-01 ,  8.39480836E-02 , -4.82183644E-04 ,  7.33712342E-05
      41 ,        7 ,  2.48949738E-01 ,  8.69249628E-02 ,  9.81145652E-05 , -1.80105392E-04
      42 ,        7 ,  2.95533344E-01 ,  8.97412091E-02 ,  1.53027829E-04 ,  4.70928153E-04
      43 ,        7 ,  3.44439363E-01 ,  9.23093993E-02 , -2.25551931E-04 , -2.58166236E-04
      44 ,        7 ,  3.95190209E-01 ,  9.44450025E-02 ,  9.73888642E-05 ,  9.81943258E-05
      45 ,        7 ,  4.47257238E-01 ,  9.59016245E-02 ,  3.08555554E-04 ,  3.98509004E-05
      46 ,        7 ,  5.00067395E-01 ,  9.64198895E-02 ,  2.03547266E-04 ,  1.24590258E-04
      47 ,        7 ,  5.53012060E-01 ,  9.57820200E-02 ,  1.45151155E-04 ,  1.57068557E-04
      48 ,        7 ,  6.05458819E-01 ,  9.38614891E-02 ,  1.75202391E-04 , -7.97884209E-07
      49 ,        7 ,  6.56765942E-01 ,  9.06572537E-02 ,  1.96306094E-04 , -7.96071882E-05
      50 ,        7 ,  7.06298494E-01 ,  8.63049327E-02 ,  1.39272315E-04 ,  3.33994683E-04
      51 ,        7 ,  7.53444773E-01 ,  8.10619016E-02 , -1.52368033E-04 ,  7.25589666E-04
      52 ,        7 ,  7.97633016E-01 ,  7.52678998E-02 , -8.29326326E-04 ,  2.29327623E-04
      53 ,        7 ,  8.38352228E-01 ,  6.92853181E-02 , -3.25612026E-03 ,  5.70092736E-03
      54 ,        7 ,  8.75187804E-01 ,  6.34232104E-02 ,  1.61304966E-02 , -1.51249359E-02
      55 ,        7 ,  9.07887172E-01 ,  5.78493521E-02 ,  1.75584154E-01 ,  2.66531738E-02
      56 ,        7 ,  9.36455785E-01 ,  5.25001830E-02 ,  6.78829044E-03 , -3.49089850E-02
      57 ,        7 ,  9.61233097E-01 ,  4.69996986E-02 , -3.01942800E-03 , -3.62781324E-03
      58 ,        7 ,  9.82838506E-01 ,  4.05562572E-02 , -7.36496430E-03 ,  1.03980503E-03
      59 ,        7 ,  1.00178200E+00 ,  3.16802621E-02 ,  1.54329870E-02 ,  8.81605314E-03
      60 ,        7 ,  1.01664843E+00 ,  1.75809325E-02 , -1.22553405E-02 , -1.32142111E-01
      61 ,        7 ,  1.01818425E+00 , -6.38059725E-04 , -3.11280585E-01 ,  3.86092811E-01
       1 ,        8 ,  1.02360926E+00 , -8.01900263E-04 ,  6.68093469E-02 , -3.51586087E-01
       2 ,        8 ,  1.02030115E+00 , -2.16684248E-02 ,  2.52275899E-02 , -6.69277631E-03
       3 ,        8 ,  1.00406959E+00 , -3.75434473E-02 ,  1.41530284E-02 , -7.03387683E-03
       4 ,        8 ,  9.83586371E-01 , -4.72251870E-02 ,  6.39130052E-03 ,  2.26800693E-03
       5 ,        8 ,  9.60953934E-01 , -5.37063299E-02 ,  1.77773617E-03 , -1.03779504E-03
       6 ,        8 ,  9.35831644E-01 , -5.88390004E-02 ,  8.54712910E-05 ,  3.75799161E-04
       7 ,        8 ,  9.07497892E-01 , -6.36787298E-02 ,  4.69430587E-05 ,  3.77285110E-04
       8 ,        8 ,  8.75397624E-01 , -6.88423074E-02 ,  2.44618342E-04 ,  1.83090943E-04
       9 ,        8 ,  8.39295585E-01 , -7.46184760E-02 ,  3.51327454E-04 ,  4.76311107E-05
      10 ,        8 ,  7.99272281E-01 , -8.10088236E-02 ,  9.01843702E-05 , -6.19884472E-05
      11 ,        8 ,  7.55648257E-01 , -8.77860847E-02 , -4.59659958E-05 , -9.25758670E-05
      12 ,        8 ,  7.08902057E-01 , -9.45816135E-02 , -1.07827652E-03 , -1.38199011E-03
      13 ,        8 ,  6.59611056E-01 , -1.00983315E-01 , -6.55268435E-05 , -1.40693745E-03
      14 ,        8 ,  6.08413173E-01 , -1.06624149E-01 ,  1.05157193E-03 ,  2.84433266E-03
      15 ,        8 ,  5.55978493E-01 , -1.11246916E-01 , -3.06514944E-04 ,  1.65074718E-04
      16 ,        8 ,  5.02983566E-01 , -1.14736031E-01 , -1.39496620E-04 ,  1.68730486E-04
      17 ,        8 ,  4.50086609E-01 , -1.17112819E-01 , -1.91572983E-04 ,  9.12458674E-06
      18 ,        8 ,  3.97905024E-01 , -1.18498135E-01 , -6.67173507E-05 ,  8.35940946E-05
      19 ,        8 ,  3.46997195E-01 , -1.19053079E-01 , -2.27941360E-04 , -1.13633801E-04
      20 ,        8 ,  2.97849637E-01 , -1.18912662E-01 , -2.47623180E-04 , -1.43187865E-04
      21 ,        8 ,  2.50869220E-01 , -1.18127160E-01 , -3.27018177E-04 , -4.99367726E-04
      22 ,        8 ,  2.06379287E-01 , -1.16621769E-01 , -9.18373385E-04 , -1.23684588E-03
      23 ,        8 ,  1.64618734E-01 , -1.14178442E-01 ,  2.64439996E-03 ,  3.35602203E-04
      24 ,        8 ,  1.25745913E-01 , -1.10436321E-01 ,  1.34041784E-03 , -3.75022042E-03
      25 ,        8 ,  8.98561724E-02 , -1.04900909E-01 , -2.67708766E-03 , -3.29798150E-03
      26 ,        8 ,  5.70333620E-02 , -9.69504383E-02 ,  8.50976135E-03 ,  1.36069632E-03
      27 ,        8 ,  2.74695954E-02 , -8.58385669E-02 ,  2.18104872E-03 , -6.52201435E-05
      28 ,        8 ,  1.69643016E-03 , -7.07329357E-02 , -3.55597887E-03 ,  7.76424168E-04
      29 ,        8 , -1.90588630E-02 , -5.09267766E-02 , -8.04280015E-03 ,  1.67382374E-02
      30 ,        8 , -3.25721355E-02 , -2.65048352E-02 , -9.33858637E-02 , -7.99659371E-02
      31 ,        8 , -3.61392632E-02 ,  4.14545360E-04 ,  8.70275541E-02 , -1.07065435E-01
      32 ,        8 , -2.88365847E-02 ,  2.51558933E-02 ,  3.50772314E-02 ,  1.67828535E-02
      33 ,        8 , -1.29857157E-02 ,  4.50617736E-02 , -4.72034563E-04 , -1.10586986E-02
      34 ,        8 ,  8.34504408E-03 ,  5.96946055E-02 ,  9.86150685E-02 ,  2.21384682E-02
      35 ,        8 ,  3.32737302E-02 ,  7.01623797E-02 , -1.57532584E-02 , -5.86543185E-04
      36 ,        8 ,  6.12431256E-02 ,  7.77466070E-02 , -3.63173907E-02 ,  1.38504096E-02
      37 ,        8 ,  9.22920390E-02 ,  8.34209643E-02 ,  2.55308502E-03 , -9.61646791E-04
      38 ,        8 ,  1.26575886E-01 ,  8.78689655E-02 ,  2.77871322E-03 , -2.21900534E-03
      39 ,        8 ,  1.64163186E-01 ,  9.15670130E-02 , -5.53030687E-04 ,  7.38412830E-04
      40 ,        8 ,  2.04981862E-01 ,  9.48338320E-02 , -6.52518549E-04 ,  4.05280875E-04
      41 ,        8 ,  2.48829626E-01 ,  9.78497884E-02 , -1.07017433E-05 , -7.46991954E-05
      42 ,        8 ,  2.95400006E-01 ,  1.00664106E-01 ,  3.16580853E-04 , -1.46597666E-04
      43 ,        8 ,  3.44303554E-01 ,  1.03204533E-01 , -2.17068817E-04 , -4.75779207E-04
      44 ,        8 ,  3.95081005E-01 ,  1.05298598E-01 ,  1.23419915E-04 ,  1.21151041E-04
      45 ,        8 ,  4.47211837E-01 ,  1.06709959E-01 ,  3.85530058E-04 ,  5.71746583E-05
      46 ,        8 ,  5.00122281E-01 ,  1.07187536E-01 ,  2.34967926E-04 ,  1.33010211E-04
      47 ,        8 ,  5.53195439E-01 ,  1.06520087E-01 ,  1.37656843E-04 ,  1.09733706E-04
      48 ,        8 ,  6.05784708E-01 ,  1.04585872E-01 ,  1.71577447E-04 , -9.96769155E-05
      49 ,        8 ,  6.57230463E-01 ,  1.01386818E-01 ,  2.57229148E-04 , -1.08526110E-04
      50 ,        8 ,  7.06879071E-01 ,  9.70591282E-02 ,  1.93493030E-04 ,  3.70463832E-04
      51 ,        8 ,  7.54103405E-01 ,  9.18565671E-02 , -3.18756914E-04 ,  7.03257864E-04
      52 ,        8 ,  7.98326208E-01 ,  8.61069953E-02 , -1.15029870E-03 ,  6.54913287E-04
      53 ,        8 ,  8.39052410E-01 ,  8.01456546E-02 , -3.10616013E-03 ,  4.63055111E-03
      54 ,        8 ,  8.75921255E-01 ,  7.42308721E-02 , -7.91203389E-03 , -4.30857404E-02
      55 ,        8 ,  9.08784173E-01 ,  6.84521058E-02 ,  1.27847564E-01 ,  4.31493334E-02
      56 ,        8 ,  9.37786161E-01 ,  6.26444028E-02 ,  2.79365786E-02 , -1.92580729E-02
      57 ,        8 ,  9.63383480E-01 ,  5.63085012E-02 , -4.12394216E-03 , -5.74071268E-03
      58 ,        8 ,  9.86191963E-01 ,  4.84764284E-02 , -3.23347347E-03 , -1.28695145E-03
      59 ,        8 ,  1.00640438E+00 ,  3.73844809E-02 ,  7.94922055E-03 ,  2.28467553E-02
      60 ,        8 ,  1.02170209E+00 ,  2.03125322E-02 ,  6.23008245E-03 ,  1.76062161E-01
      61 ,        8 ,  1.02360926E+00 , -8.01900263E-04 , -1.72907656E-01 , -1.52572481E-01
       1 ,        9 ,  1.02976694E+00 , -9.75541867E-04 ,  8.01362158E-02 , -3.36437038E-01
       2 ,        9 ,  1.02604474E+00 , -2.47799221E-02 ,  2.45903291E-02 ,  3.31603567E-03
